ART_ID,CODE,CONTEXT,COUNTRY,CONDITION,ARTEFACT,SUB_CATEGORY,LONGITUDE,LATITUDE,RECOVERY_METHOD,CLASSIFICATION,BP_ASSOCIATION,TP_ASSOCIATION,ABS_DATE_METHOD,ABS_DATE_1,ABS_DATE_STD_1,ABS_DATE_ID_1,ABS_DATE_2,ABS_DATE_STD_2,ABS_DATE_ID_2,ABS_DATE_3,ABS_DATE_STD_3,ABS_DATE_ID_3,ABS_DATE_4,ABS_DATE_STD_4,ABS_DATE_ID_4,ABS_DATE_5,ABS_DATE_STD_5,ABS_DATE_ID_5,RELAT_DATE_METHOD,RELAT_DATE_CHRONO,RAW_MAT,DORS_BLADE_PROF,BLADE_DET,BLADE_CURV,DORSAL_PATTERN,BULB_MORPH,CONUS_FORM,BUTT_MORPH,BUTT_PREP_1,BUTT_PREP_2,CORE_MORPH,PLAT_REJUV,CORE_METHOD,CORE_DIRECTIONALITY,CORE_TABLET_REJUV,CORE_FLAKE_REJUV,CORE_FRONT_REJUV,CORE_DIST_REJUV,CORE_SIDE_REJUV,TANG_ORIENTATION,WEIGHT,LENGTH,WIDTH,ELONGATION,THICKNESS,PLAT_DEPTH,CORE_LENGTH,CORE_WIDTH,CORE_BREADTH,CORE_ELONGATION,TCSA,TCSP,BURINATION,REFERENCES
HACK_3008,HACK,Häcklingen (FStNr. 19),Germany,Complete,Blade,,10.39,53.211,Excavation,Häcklingen,Y,Y,,,,,,,,,,,,,,,,,,,Flint,THDNC,ID,DI,UNI,BLF,NFO,LTB,PLA,NCU,,,,,,,,,,,3.36,45.25,15.49,2.921239509,4.61,1.16,,,,,,,,Richter (2002)
HACK_3023,HACK,Häcklingen (FStNr. 19),Germany,Complete,Blade,,10.39,53.211,Excavation,Häcklingen,Y,Y,,,,,,,,,,,,,,,,,,,Flint,TDNC,ID,DI,UNI,BF,NFO,LTB,PLA,NCU,,,,,,,,,,,3.17,52.42,10.7,4.899065421,4.39,2.38,,,,,,,,Richter (2002)
HACK_3032,HACK,Häcklingen (FStNr. 19),Germany,Complete,Backed Point,Penknife Point,10.39,53.211,Excavation,Häcklingen,Y,Y,,,,,,,,,,,,,,,,,,,Flint,,,,,,,,,,,,,,,,,,,PROXIMAL,0.86,34.17,8.19,4.172161172,4.01,,,,,,16.42,13.92,N,Richter (2002)
HACK_3055,HACK,Häcklingen (FStNr. 19),Germany,Complete,Blade,,10.39,53.211,Excavation,Häcklingen,Y,Y,,,,,,,,,,,,,,,,,,,Flint,THDNC,PL,DI,CON,BLF,NFO,LTB,PLA,NCU,,,,,,,,,,,2.07,44.83,13.21,3.393641181,3.45,2.75,,,,,,,,Richter (2002)
HACK_3060,HACK,Häcklingen (FStNr. 19),Germany,Complete,Blade,,10.39,53.211,Excavation,Häcklingen,Y,Y,,,,,,,,,,,,,,,,,,,Flint,THDNC,ID,ST,BI,NBOL,DB,BAB,B,NCU,,,,,,,,,,,0.49,26.91,5.65,4.762831858,2.91,2.35,,,,,,,,Richter (2002)
HACK_3061,HACK,Häcklingen (FStNr. 19),Germany,Complete,Blade,,10.39,53.211,Excavation,Häcklingen,Y,Y,,,,,,,,,,,,,,,,,,,Flint,THDNC,PL,ST,BI,BLF,NFO,LTB,PLA,NCU,,,,,,,,,,,1.28,31.95,7.83,4.08045977,3.65,3.82,,,,,,,,Richter (2002)
HACK_3062,HACK,Häcklingen (FStNr. 19),Germany,Complete,Blade,,10.39,53.211,Excavation,Häcklingen,Y,Y,,,,,,,,,,,,,,,,,,,Flint,TDOC,ID,ST,BI,BLF,NFO,LTB,PLA,NCU,,,,,,,,,,,0.43,23.33,7.12,3.276685393,3.02,2.52,,,,,,,,Richter (2002)
HACK_3080,HACK,Häcklingen (FStNr. 19),Germany,Complete,Blade,,10.39,53.211,Excavation,Häcklingen,Y,Y,,,,,,,,,,,,,,,,,,,Flint,THDOC,ID,ST,UNI,BF,NFO,BAB,B,NCU,,,,,,,,,,,1.68,43.31,12.41,3.489927478,3.81,2.4,,,,,,,,Richter (2002)
HACK_3081,HACK,Häcklingen (FStNr. 19),Germany,Complete,Backed Point,Backed Point (Unclassified),10.39,53.211,Excavation,Häcklingen,Y,Y,,,,,,,,,,,,,,,,,,,Flint,,,,,,,,,,,,,,,,,,,PROXIMAL,1.29,42.43,11.22,3.781639929,5.4,,,,,,30.29,19.01,N,Richter (2002)
HACK_3186,HACK,Häcklingen (FStNr. 19),Germany,Complete,Blade,,10.39,53.211,Excavation,Häcklingen,Y,Y,,,,,,,,,,,,,,,,,,,Flint,THDNC,ID,ST,CON,BLF,NFO,PUNB,PLA,DT,,,,,,,,,,,3.02,42.49,13.44,3.161458333,5.91,1.02,,,,,,,,Richter (2002)
HACK_3186_1,HACK,Häcklingen (FStNr. 19),Germany,Complete,Blade,,10.39,53.211,Excavation,Häcklingen,Y,Y,,,,,,,,,,,,,,,,,,,Flint,THDNC,ID,ST,UNI,BLF,NFO,PUNB,PLA,DT,,,,,,,,,,,1.89,32.71,12.64,2.587816456,6.27,3.29,,,,,,,,Richter (2002)
HACK_5525,HACK,Häcklingen (FStNr. 19),Germany,Complete,Blade,,10.39,53.211,Excavation,Häcklingen,Y,Y,,,,,,,,,,,,,,,,,,,Flint,THDNC,ID,ST,UNI,BLF,NFO,LTB,FGTTS,DATR,,,,,,,,,,,5.99,62.74,22.65,2.769977925,6.41,4.81,,,,,,,,Richter (2002)
HACK_5526,HACK,Häcklingen (FStNr. 19),Germany,Complete,Blade,,10.39,53.211,Excavation,Häcklingen,Y,Y,,,,,,,,,,,,,,,,,,,Flint,THDNC,ID,ST,CON,BLF,RCVF,LTB,PLA,DA,,,,,,,,,,,5.09,49.57,19.81,2.50227158,7.01,4.69,,,,,,,,Richter (2002)
HACK_5550,HACK,Häcklingen (FStNr. 19),Germany,Complete,Blade,,10.39,53.211,Excavation,Häcklingen,Y,Y,,,,,,,,,,,,,,,,,,,Flint,TDOC,ID,ST,UNI,NBOL,DB,SB,PLA,DT,,,,,,,,,,,1.63,42.8,10.85,3.944700461,5.42,1.9,,,,,,,,Richter (2002)
HACK_5555,HACK,Häcklingen (FStNr. 19),Germany,Complete,Backed Point,Backed Point (Unclassified),10.39,53.211,Excavation,Häcklingen,Y,Y,,,,,,,,,,,,,,,,,,,Flint,,,,,,,,,,,,,,,,,,,PROXIMAL,6.18,56.5,16.82,3.359096314,7.12,,,,,,59.88,27.84,N,Richter (2002)
HACK_5599,HACK,Häcklingen (FStNr. 19),Germany,Complete,Tanged Point,Tanged Point (Unclassified),10.39,53.211,Excavation,Häcklingen,Y,Y,,,,,,,,,,,,,,,,,,,Flint,,,,,,,,,,,,,,,,,,,PROXIMAL,5.68,52.96,18.01,2.940588562,3.81,,,,,,34.31,27.79,N,Richter (2002)
HACK_5637,HACK,Häcklingen (FStNr. 19),Germany,Complete,Blade,,10.39,53.211,Excavation,Häcklingen,Y,Y,,,,,,,,,,,,,,,,,,,Flint,TDNC,ID,ST,UNI,BLF,NFO,SB,PLA,NCU,,,,,,,,,,,3.4,54.31,15.83,3.430827543,6.38,1.16,,,,,,,,Richter (2002)
HACK_5655,HACK,Häcklingen (FStNr. 19),Germany,Complete,Blade,,10.39,53.211,Excavation,Häcklingen,Y,Y,,,,,,,,,,,,,,,,,,,Flint,TDNC,HI,ST,UNI,BF,RCVF,LTB,PLA,DT,,,,,,,,,,,5.72,50.96,18.95,2.689182058,4.82,4.93,,,,,,,,Richter (2002)
HACK_5660_2,HACK,Häcklingen (FStNr. 19),Germany,Complete,Backed Point,Backed Point (Unclassified),10.39,53.211,Excavation,Häcklingen,Y,Y,,,,,,,,,,,,,,,,,,,Flint,,,,,,,,,,,,,,,,,,,PROXIMAL,6.33,41.89,24.92,1.680979133,5.44,,,,,,67.78,38.52,N,Richter (2002)
HACK_5681,HACK,Häcklingen (FStNr. 19),Germany,Complete,Tanged Point,Tanged Point (Unclassified),10.39,53.211,Excavation,Häcklingen,Y,Y,,,,,,,,,,,,,,,,,,,Flint,,,,,,,,,,,,,,,,,,,PROXIMAL,7.16,56.06,23.01,2.43633203,4.52,,,,,,52,35.37,N,Richter (2002)
HACK_5692,HACK,Häcklingen (FStNr. 19),Germany,Complete,Blade,,10.39,53.211,Excavation,Häcklingen,Y,Y,,,,,,,,,,,,,,,,,,,Flint,THDNC,FE,ST,UNI,BF,NFO,SB,PLA,NCU,,,,,,,,,,,1.38,49.43,11.74,4.210391823,2.91,1.32,,,,,,,,Richter (2002)
HACK_5700,HACK,Häcklingen (FStNr. 19),Germany,Complete,Tanged Point,Tanged Point (Unclassified),10.39,53.211,Excavation,Häcklingen,Y,Y,,,,,,,,,,,,,,,,,,,Flint,,,,,,,,,,,,,,,,,,,PROXIMAL,4.48,51.71,18.36,2.816448802,4.5,,,,,,41.31,28.58,N,Richter (2002)
HACK_5757,HACK,Häcklingen (FStNr. 19),Germany,Complete,Blade,,10.39,53.211,Excavation,Häcklingen,Y,Y,,,,,,,,,,,,,,,,,,,Flint,THDNC,ID,DI,BI,BLF,NFO,LTB,PLA,NCU,,,,,,,,,,,2.89,37.73,16.14,2.337670384,7.81,2.76,,,,,,,,Richter (2002)
HACK_5787,HACK,Häcklingen (FStNr. 19),Germany,Complete,Core,,10.39,53.211,Excavation,Häcklingen,Y,Y,,,,,,,,,,,,,,,,,,,Flint,,,,,,,,,,OP,SF,FURO,CUNI,Y,N,N,N,N,,18.48,,,,,,31.72,22.01,17.54,1.441163108,,,,Richter (2002)
HACK_6417,HACK,Häcklingen (FStNr. 19),Germany,Complete,Core,,10.39,53.211,Excavation,Häcklingen,Y,Y,,,,,,,,,,,,,,,,,,,Flint,,,,,,,,,,OP,DF,FURO,CUNI,Y,N,N,Y,Y,,46.68,,,,,,47.23,25.21,20.29,1.873462912,,,,Richter (2002)
HACK_6439,HACK,Häcklingen (FStNr. 19),Germany,Complete,Core,,10.39,53.211,Excavation,Häcklingen,Y,Y,,,,,,,,,,,,,,,,,,,Flint,,,,,,,,,,OP,SS,FRO,CUNI,Y,N,N,N,N,,73.47,,,,,,43.63,17.91,24.51,2.436069235,,,,Richter (2002)
HACK_6506,HACK,Häcklingen (FStNr. 19),Germany,Complete,Core,,10.39,53.211,Excavation,Häcklingen,Y,Y,,,,,,,,,,,,,,,,,,,Flint,,,,,,,,,,OP,SS,SRO,CUNI,N,N,N,N,N,,38.43,,,,,,46.53,26.1,22.13,1.782758621,,,,Richter (2002)
HACK_6736,HACK,Häcklingen (FStNr. 19),Germany,Complete,Blade,,10.39,53.211,Excavation,Häcklingen,Y,Y,,,,,,,,,,,,,,,,,,,Flint,THDOC,FE,DI,UNI,BLF,NFO,SB,PLA,DT,,,,,,,,,,,6.89,47.18,18.22,2.58946213,6.12,2.74,,,,,,,,Richter (2002)
HACK_6813,HACK,Häcklingen (FStNr. 19),Germany,Complete,Tanged Point,Ahrensburgian Point,10.39,53.211,Excavation,Häcklingen,Y,Y,,,,,,,,,,,,,,,,,,,Flint,,,,,,,,,,,,,,,,,,,PROXIMAL,0.53,30.44,8.09,3.762669963,1.65,,,,,,6.67,12.46,N,Richter (2002)
HACK_6869,HACK,Häcklingen (FStNr. 19),Germany,Complete,Backed Point,Backed Point (Unclassified),10.39,53.211,Excavation,Häcklingen,Y,Y,,,,,,,,,,,,,,,,,,,Flint,,,,,,,,,,,,,,,,,,,PROXIMAL,1.4,42.48,11.38,3.732864675,1.77,,,,,,10.07,17.34,N,Richter (2002)
HACK_6960,HACK,Häcklingen (FStNr. 19),Germany,Complete,Backed Point,Backed Point (Unclassified),10.39,53.211,Excavation,Häcklingen,Y,Y,,,,,,,,,,,,,,,,,,,Flint,,,,,,,,,,,,,,,,,,,PROXIMAL,1.37,41.69,9.45,4.411640212,1.54,,,,,,7.28,14.42,N,Richter (2002)
HACK_700,HACK,Häcklingen (FStNr. 19),Germany,Complete,Blade,,10.39,53.211,Excavation,Häcklingen,Y,Y,,,,,,,,,,,,,,,,,,,Flint,TDOC,ID,DI,CON,BF,NFO,SB,FTS,NCU,,,,,,,,,,,6.89,55.58,16.27,3.416103258,4.9,3.1,,,,,,,,Richter (2002)
HACK_A17,HACK,Häcklingen (FStNr. 19),Germany,Complete,Blade,,10.39,53.211,Excavation,Häcklingen,Y,Y,,,,,,,,,,,,,,,,,,,Flint,TDOC,ID,ST,UNI,BLF,DB,TOB,PLA,CU,,,,,,,,,,,18.69,71.76,28.96,2.477900552,11.21,6.48,,,,,,,,Richter (2002)
HACK_A4,HACK,Häcklingen (FStNr. 19),Germany,Complete,Blade,,10.39,53.211,Excavation,Häcklingen,Y,Y,,,,,,,,,,,,,,,,,,,Flint,THDNC,ID,ST,UNI,BLF,NFO,BAB,PLA,CU,,,,,,,,,,,25.8,92.53,15.87,5.830497795,9.12,10.95,,,,,,,,Richter (2002)
HACK_NH_84,HACK,Häcklingen (FStNr. 19),Germany,Complete,Backed Point,Backed Point (Unclassified),10.39,53.211,Excavation,Häcklingen,Y,Y,,,,,,,,,,,,,,,,,,,Flint,,,,,,,,,,,,,,,,,,,PROXIMAL,2.4,49.52,13.89,3.565154788,5.91,,,,,,41.04,23.01,N,Richter (2002)
HACK_P84,HACK,Häcklingen (FStNr. 19),Germany,Complete,Tanged Point,Ahrensburgian Point,10.39,53.211,Excavation,Häcklingen,Y,Y,,,,,,,,,,,,,,,,,,,Flint,,,,,,,,,,,,,,,,,,,PROXIMAL,2.01,39.59,14.76,2.682249322,2.34,,,,,,17.27,22.5,N,Richter (2002)
HACK_P84,HACK,Häcklingen (FStNr. 19),Germany,Complete,Blade,,10.39,53.211,Excavation,Häcklingen,Y,Y,,,,,,,,,,,,,,,,,,,Chert,TDNC,FE,ST,UNI,BLF,NFO,LTB,PLA,DT,,,,,,,,,,,15.97,65.35,29.74,2.19737727,4.2,9.36,,,,,,,,Richter (2002)
HACK_P84_1,HACK,Häcklingen (FStNr. 19),Germany,Complete,Blade,,10.39,53.211,Excavation,Häcklingen,Y,Y,,,,,,,,,,,,,,,,,,,Flint,TDNC,FE,ST,BI,BF,NFO,TOB,PLA,DT,,,,,,,,,,,4.27,59.6,17.78,3.35208099,5.42,2.03,,,,,,,,Richter (2002)
HACK_P84_2,HACK,Häcklingen (FStNr. 19),Germany,Complete,Tanged Point,Tanged Point (Unclassified),10.39,53.211,Excavation,Häcklingen,Y,Y,,,,,,,,,,,,,,,,,,,Flint,,,,,,,,,,,,,,,,,,,PROXIMAL,2.48,36.28,13.62,2.663729809,3.74,,,,,,25.47,21.39,N,Richter (2002)
HACK_P84_2,HACK,Häcklingen (FStNr. 19),Germany,Complete,Blade,,10.39,53.211,Excavation,Häcklingen,Y,Y,,,,,,,,,,,,,,,,,,,Flint,THDNC,FE,DI,CONBI,BF,NFO,PUNB,PLA,DT,,,,,,,,,,,4.52,57.17,15.31,3.734160679,5.01,2.49,,,,,,,,Richter (2002)
HACK_P84_3,HACK,Häcklingen (FStNr. 19),Germany,Complete,Backed Point,Backed Point (Unclassified),10.39,53.211,Excavation,Häcklingen,Y,Y,,,,,,,,,,,,,,,,,,,Flint,,,,,,,,,,,,,,,,,,,PROXIMAL,1.08,36.2,7.9,4.582278481,6.43,,,,,,25.4,15.45,N,Richter (2002)
HACK_P84_3,HACK,Häcklingen (FStNr. 19),Germany,Complete,Blade,,10.39,53.211,Excavation,Häcklingen,Y,Y,,,,,,,,,,,,,,,,,,,Flint,THDOC,FE,DI,UNI,BF,NFO,LOB,PLA,NCU,,,,,,,,,,,5.28,62.56,17.53,3.568739304,6.54,3.62,,,,,,,,Richter (2002)
HACK_P84_4,HACK,Häcklingen (FStNr. 19),Germany,Complete,Tanged Point,Chwalibogowice Point,10.39,53.211,Excavation,Häcklingen,Y,Y,,,,,,,,,,,,,,,,,,,Flint,,,,,,,,,,,,,,,,,,,PROXIMAL,1.39,33.84,9.28,3.646551724,3.45,,,,,,16.01,15.06,N,Richter (2002)
HACK_P84_4,HACK,Häcklingen (FStNr. 19),Germany,Complete,Blade,,10.39,53.211,Excavation,Häcklingen,Y,Y,,,,,,,,,,,,,,,,,,,Flint,THDNC,FE,DI,UNI,LF,DB,PUNB,PLA,NCU,,,,,,,,,,,7.53,58.66,22.14,2.649503162,3.76,2.72,,,,,,,,Richter (2002)
HACK_P85,HACK,Häcklingen (FStNr. 19),Germany,Complete,Core,,10.39,53.211,Excavation,Häcklingen,Y,Y,,,,,,,,,,,,,,,,,,,Flint,,,,,,,,,,OP,SS,FAC,CBI,N,N,N,N,N,,35.08,,,,,,38.89,17.54,21.44,2.217217788,,,,Richter (2002)
HACK_P85_2,HACK,Häcklingen (FStNr. 19),Germany,Complete,Core,,10.39,53.211,Excavation,Häcklingen,Y,Y,,,,,,,,,,,,,,,,,,,Flint,,,,,,,,,,TP,DS,FURO,CBI,N,Y,N,N,N,,200.52,,,,,,75.3,31.55,28.74,2.386687797,,,,Richter (2002)
RI 00/0/10 FL2,RIET,Rietberg (Spoil),Germany,Complete,Core,,51.8,8.43,Excavation (Spoil),Federmesser,Y,N,,,,,,,,,,,,,,,,,,,Flint,,,,,,,,,,OP,SSY,FURO,CBI,Y,N,N,N,N,,9.2,,,,,,32.62,14.53,14.73,2.245010323,,,,"Richter (2001, 2012); Holzkamper et al. (2013)"
RI 00/01 29,RIET,Rietberg (1),Germany,Complete,Blade,,51.801,8.432,Excavation,Federmesser,Y,Y,AMS,11935,44,Col 10381039,11855,66,Col 1040,11808,43,Col 10411043,,,,,,,,,Flint,CBOU,FE,ST,SAP,NBOL,DB,BAB,B,B,,,,,,,,,,,4.24,43.95,16.63,2.642814191,7.6,6.11,,,,,,,,"Richter (2001, 2012); Holzkamper et al. (2013)"
RI 00/01 452,RIET,Rietberg (1),Germany,Complete,Blade,,51.801,8.432,Excavation,Federmesser,Y,Y,AMS,11935,44,Col 10381039,11855,66,Col 1040,11808,43,Col 10411043,,,,,,,,,Flint,CBOU,FE,VB,SAP,PBF,RCVF,LTB,PLA,NCU,,,,,,,,,,,11.33,47.72,13.44,3.550595238,8.55,1.58,,,,,,,,"Richter (2001, 2012); Holzkamper et al. (2013)"
RI 00/01 745,RIET,Rietberg (1),Germany,Complete,Blade,,51.801,8.432,Excavation,Federmesser,Y,Y,AMS,11935,44,Col 10381039,11855,66,Col 1040,11808,43,Col 10411043,,,,,,,,,Flint,THDNC,FE,EV,CON,LF,RCVF,SB,PLA,NCU,,,,,,,,,,,1.69,38.21,15.54,2.458815959,4.38,1.02,,,,,,,,"Richter (2001, 2012); Holzkamper et al. (2013)"
RI 00/01 99/258 59,RIET,Rietberg (1),Germany,Complete,Blade,,51.801,8.432,Excavation,Federmesser,Y,Y,AMS,11935,44,Col 10381039,11855,66,Col 1040,11808,43,Col 10411043,,,,,,,,,Flint,THDNC,FE,ST,UNI,BLF,NFO,LTB,FTS,DATR,,,,,,,,,,,2.98,48.2,17.82,2.704826038,4.6,4.2,,,,,,,,"Richter (2001, 2012); Holzkamper et al. (2013)"
RI 00/01/96 23,RIET,Rietberg (1),Germany,Complete,Blade,,51.801,8.432,Excavation,Federmesser,Y,Y,AMS,11935,44,Col 10381039,11855,66,Col 1040,11808,43,Col 10411043,,,,,,,,,Flint,THDOC,FE,ST,UNI,BLF,NFO,PUNB,PLA,DT,,,,,,,,,,,3.63,49.23,14.84,3.317385445,6.9,3.99,,,,,,,,"Richter (2001, 2012); Holzkamper et al. (2013)"
RI 00/01/98 264B,RIET,Rietberg (1),Germany,Complete,Blade,,51.801,8.432,Excavation,Federmesser,Y,Y,AMS,11935,44,Col 10381039,11855,66,Col 1040,11808,43,Col 10411043,,,,,,,,,Flint,TDOC,FE,EV,UNI,BF,NFO,TOB,PLA,DA,,,,,,,,,,,2.01,42.82,9.45,4.531216931,6.47,1.86,,,,,,,,"Richter (2001, 2012); Holzkamper et al. (2013)"
RI 00/1 574,RIET,Rietberg (1),Germany,Complete,Backed Point,Federmesser Point,51.8,8.43,Excavation,Federmesser,Y,Y,AMS,11935,44,Col 10381039,11855,66,Col 1040,11808,43,Col 10411043,,,,,,,,,Flint,,,,,,,,,,,,,,,,,,,PROXIMAL,3.29,61.91,13.39,4.623599701,4.77,,,,,,31.94,21.61,N,"Richter (2001, 2012); Holzkamper et al. (2013)"
RI 00/1 94/263D,RIET,Rietberg (1),Germany,Complete,Blade,,51.801,8.432,Excavation,Federmesser,Y,Y,AMS,11935,44,Col 10381039,11855,66,Col 1040,11808,43,Col 10411043,,,,,,,,,Flint,TDNC,FE,ST,UNI,NBOL,DB,PUNB,B,NCU,,,,,,,,,,,0.68,30.4,9.4,3.234042553,1.8,1.96,,,,,,,,"Richter (2001, 2012); Holzkamper et al. (2013)"
RI 00/1/1101 109,RIET,Rietberg (1),Germany,Complete,Blade,,51.801,8.432,Excavation,Federmesser,Y,Y,AMS,11935,44,Col 10381039,11855,66,Col 1040,11808,43,Col 10411043,,,,,,,,,Flint,THDNC,FE,DI,SAP,BLF,NFO,SB,PLA,DT,,,,,,,,,,,5.33,49.52,19.64,2.521384929,7.15,3.12,,,,,,,,"Richter (2001, 2012); Holzkamper et al. (2013)"
RI 00/1/1101 7,RIET,Rietberg (1),Germany,Complete,Core,,51.8,8.43,Excavation,Federmesser,Y,Y,AMS,11935,44,Col 10381039,11855,66,Col 1040,11808,43,Col 10411043,,,,,,,,,Flint,,,,,,,,,,OP,SF,SRO,CUNI,Y,Y,N,N,Y,,145.88,,,,,,56.39,45.25,45.61,1.246187845,,,,"Richter (2001, 2012); Holzkamper et al. (2013)"
RI 00/1/1139 149,RIET,Rietberg (1),Germany,Complete,Blade,,51.801,8.432,Excavation,Federmesser,Y,Y,AMS,11935,44,Col 10381039,11855,66,Col 1040,11808,43,Col 10411043,,,,,,,,,Flint,TDNC,HI,VB,BI,NBOL,DB,STB,PLA,DAG,,,,,,,,,,,2.18,36.06,12.66,2.848341232,5.66,4.7,,,,,,,,"Richter (2001, 2012); Holzkamper et al. (2013)"
RI 00/1/144 98/263C,RIET,Rietberg (1),Germany,Complete,Blade,,51.801,8.432,Excavation,Federmesser,Y,Y,AMS,11935,44,Col 10381039,11855,66,Col 1040,11808,43,Col 10411043,,,,,,,,,Flint,TDNC,ID,ST,UNI,BLF,NFO,TOB,PLA,DT,,,,,,,,,,,1.74,31.69,12.86,2.464230171,5.07,1.54,,,,,,,,"Richter (2001, 2012); Holzkamper et al. (2013)"
RI 00/1/146 28,RIET,Rietberg (1),Germany,Complete,Blade,,51.801,8.432,Excavation,Federmesser,Y,Y,AMS,11935,44,Col 10381039,11855,66,Col 1040,11808,43,Col 10411043,,,,,,,,,Flint,TDNC,FE,VB,CON,NBOL,DB,PUNB,FGTTS,DT,,,,,,,,,,,2.79,49.83,14.12,3.529036827,51.18,2.62,,,,,,,,"Richter (2001, 2012); Holzkamper et al. (2013)"
RI 00/1/146 58,RIET,Rietberg (1),Germany,Complete,Blade,,51.801,8.432,Excavation,Federmesser,Y,Y,AMS,11935,44,Col 10381039,11855,66,Col 1040,11808,43,Col 10411043,,,,,,,,,Flint,CBTHF,ID,DI,SAP,NBOL,DB,BAB,B,B,,,,,,,,,,,3.27,44.64,15.07,2.96217651,8.56,2.47,,,,,,,,"Richter (2001, 2012); Holzkamper et al. (2013)"
RI 00/1/146 98/260C,RIET,Rietberg (1),Germany,Complete,Blade,,51.801,8.432,Excavation,Federmesser,Y,Y,AMS,11935,44,Col 10381039,11855,66,Col 1040,11808,43,Col 10411043,,,,,,,,,Flint,THDNC,ID,DI,BI,BLF,NFO,TOB,PLA,DA,,,,,,,,,,,1.17,36.08,9.15,3.943169399,3.53,3,,,,,,,,"Richter (2001, 2012); Holzkamper et al. (2013)"
RI 00/1/149 467,RIET,Rietberg (1),Germany,Complete,Blade,,51.801,8.432,Excavation,Federmesser,Y,Y,AMS,11935,44,Col 10381039,11855,66,Col 1040,11808,43,Col 10411043,,,,,,,,,Flint,TDNC,HI,DI,CON,BLF,DB,LTB,PLA,NCU,,,,,,,,,,,9.24,69.89,16.37,4.269395235,12.8,2.91,,,,,,,,"Richter (2001, 2012); Holzkamper et al. (2013)"
RI 00/1/149 95/263,RIET,Rietberg (1),Germany,Complete,Blade,,51.801,8.432,Excavation,Federmesser,Y,Y,AMS,11935,44,Col 10381039,11855,66,Col 1040,11808,43,Col 10411043,,,,,,,,,Flint,THDNC,ID,EV,CON,NBOL,DB,SB,PLA,DA,,,,,,,,,,,1.47,20.73,13.01,1.5933897,4.07,1.08,,,,,,,,"Richter (2001, 2012); Holzkamper et al. (2013)"
RI 00/1/149 95/263D,RIET,Rietberg (1),Germany,Complete,Blade,,51.801,8.432,Excavation,Federmesser,Y,Y,AMS,11935,44,Col 10381039,11855,66,Col 1040,11808,43,Col 10411043,,,,,,,,,Flint,THDNC,HI,EV,CON,BLF,RCB,TOB,PLA,DA,,,,,,,,,,,1.35,29.67,12.13,2.446001649,4.2,2.76,,,,,,,,"Richter (2001, 2012); Holzkamper et al. (2013)"
RI 00/1/149 95/265C,RIET,Rietberg (1),Germany,Complete,Blade,,51.801,8.432,Excavation,Federmesser,Y,Y,AMS,11935,44,Col 10381039,11855,66,Col 1040,11808,43,Col 10411043,,,,,,,,,Flint,TDNC,FE,ST,UNI,NBOL,NFO,BAB,B,NCU,,,,,,,,,,,2.11,38.43,11.68,3.290239726,5.96,3.42,,,,,,,,"Richter (2001, 2012); Holzkamper et al. (2013)"
RI 00/1/149 95/2669,RIET,Rietberg (1),Germany,Complete,Blade,,51.801,8.432,Excavation,Federmesser,Y,Y,AMS,11935,44,Col 10381039,11855,66,Col 1040,11808,43,Col 10411043,,,,,,,,,Flint,TDNC,ID,ST,UNI,BF,NFO,PUNB,PLA,NCU,,,,,,,,,,,0.66,34.22,6.5,5.264615385,2.77,1.99,,,,,,,,"Richter (2001, 2012); Holzkamper et al. (2013)"
RI 00/1/149 95/266A,RIET,Rietberg (1),Germany,Complete,Blade,,51.801,8.432,Excavation,Federmesser,Y,Y,AMS,11935,44,Col 10381039,11855,66,Col 1040,11808,43,Col 10411043,,,,,,,,,Flint,THDNC,FE,ST,UNI,LF,NFO,LTB,PLA,NCU,,,,,,,,,,,1.5,30.88,13.44,2.297619048,4.55,4.61,,,,,,,,"Richter (2001, 2012); Holzkamper et al. (2013)"
RI 00/1/149 95/267C,RIET,Rietberg (1),Germany,Complete,Blade,,51.801,8.432,Excavation,Federmesser,Y,Y,AMS,11935,44,Col 10381039,11855,66,Col 1040,11808,43,Col 10411043,,,,,,,,,Flint,THDNC,FE,DI,CON,BLF,NFO,PUNB,PLA,DT,,,,,,,,,,,0.57,30.65,10.55,2.90521327,3.26,1.77,,,,,,,,"Richter (2001, 2012); Holzkamper et al. (2013)"
RI 00/1/149 96/262B,RIET,Rietberg (1),Germany,Complete,Blade,,51.801,8.432,Excavation,Federmesser,Y,Y,AMS,11935,44,Col 10381039,11855,66,Col 1040,11808,43,Col 10411043,,,,,,,,,Flint,CBOFOC,ID,ST,SAP,BLF,RCB,SB,PLA,DT,,,,,,,,,,,3.75,34.34,10.43,3.292425695,6.22,2.44,,,,,,,,"Richter (2001, 2012); Holzkamper et al. (2013)"
RI 00/1/14A 96/260D,RIET,Rietberg (1),Germany,Complete,Blade,,51.801,8.432,Excavation,Federmesser,Y,Y,AMS,11935,44,Col 10381039,11855,66,Col 1040,11808,43,Col 10411043,,,,,,,,,Flint,TDNC,ID,DI,UNI,NBOL,NFO,TOB,PLA,NCU,,,,,,,,,,,0.91,33.74,9.48,3.55907173,2.38,1.12,,,,,,,,"Richter (2001, 2012); Holzkamper et al. (2013)"
