ART_ID,CODE,CONTEXT,COUNTRY,CONDITION,ARTEFACT,SUB_CATEGORY,LONGITUDE,LATITUDE,RECOVERY_METHOD,CLASSIFICATION,BP_ASSOCIATION,TP_ASSOCIATION,ABS_DATE_METHOD,ABS_DATE_1,ABS_DATE_STD_1,ABS_DATE_ID_1,ABS_DATE_2,ABS_DATE_STD_2,ABS_DATE_ID_2,ABS_DATE_3,ABS_DATE_STD_3,ABS_DATE_ID_3,ABS_DATE_4,ABS_DATE_STD_4,ABS_DATE_ID_4,ABS_DATE_5,ABS_DATE_STD_5,ABS_DATE_ID_5,RELAT_DATE_METHOD,RELAT_DATE_CHRONO,RAW_MAT,DORS_BLADE_PROF,BLADE_DET,BLADE_CURV,DORSAL_PATTERN,BULB_MORPH,CONUS_FORM,BUTT_MORPH,BUTT_PREP_1,BUTT_PREP_2,CORE_MORPH,PLAT_REJUV,CORE_METHOD,CORE_DIRECTIONALITY,CORE_TABLET_REJUV,CORE_FLAKE_REJUV,CORE_FRONT_REJUV,CORE_DIST_REJUV,CORE_SIDE_REJUV,TANG_ORIENTATION,WEIGHT,LENGTH,WIDTH,ELONGATION,THICKNESS,PLAT_DEPTH,CORE_LENGTH,CORE_WIDTH,CORE_BREADTH,CORE_ELONGATION,TCSA,TCSP,BURINATION,REFERENCES
RI 00/1/150 87/266C,RIET,Rietberg (1),Germany,Complete,Blade,,51.801,8.432,Excavation,Federmesser,Y,Y,AMS,11935,44,Col 10381039,11855,66,Col 1040,11808,43,Col 10411043,,,,,,,,,Flint,TDNC,ID,ST,UNI,BLF,NFO,TOB,FTS,DAG,,,,,,,,,,,7.67,56.98,17.76,3.208333333,8.42,3.61,,,,,,,,"Richter (2001, 2012); Holzkamper et al. (2013)"
RI 00/1/155  04/268,RIET,Rietberg (1),Germany,Complete,Backed Point,Backed Point (Unclassified),51.8,8.43,Excavation,Federmesser,Y,Y,AMS,11935,44,Col 10381039,11855,66,Col 1040,11808,43,Col 10411043,,,,,,,,,Flint,,,,,,,,,,,,,,,,,,,PROXIMAL,2.1,35.11,16.55,2.121450151,7.15,,,,,,59.17,27.49,Y,"Richter (2001, 2012); Holzkamper et al. (2013)"
RI 00/1/155 94/266D,RIET,Rietberg (1),Germany,Complete,Blade,,51.801,8.432,Excavation,Federmesser,Y,Y,AMS,11935,44,Col 10381039,11855,66,Col 1040,11808,43,Col 10411043,,,,,,,,,Flint,CBOU,HI,EV,SAP,BF,RCB,SB,PLA,DATR,,,,,,,,,,,1.98,42.3,14.34,2.949790795,7.42,1.42,,,,,,,,"Richter (2001, 2012); Holzkamper et al. (2013)"
RI 00/1/156 577,RIET,Rietberg (1),Germany,Complete,Backed Point,Backed Point (Unclassified),51.8,8.43,Excavation,Federmesser,Y,Y,AMS,11935,44,Col 10381039,11855,66,Col 1040,11808,43,Col 10411043,,,,,,,,,Flint,,,,,,,,,,,,,,,,,,,PROXIMAL,4.91,47.05,17.09,2.753071972,7.59,,,,,,64.86,28.52,Y,"Richter (2001, 2012); Holzkamper et al. (2013)"
RI 00/1/160 134,RIET,Rietberg (1),Germany,Complete,Blade,,51.801,8.432,Excavation,Federmesser,Y,Y,AMS,11935,44,Col 10381039,11855,66,Col 1040,11808,43,Col 10411043,,,,,,,,,Flint,TDNC,FE,VB,SAP,BLF,NFO,LTB,PLA,DATR,,,,,,,,,,,4.83,48.99,16.86,2.90569395,4.66,2.49,,,,,,,,"Richter (2001, 2012); Holzkamper et al. (2013)"
RI 00/1/160 93/263B,RIET,Rietberg (1),Germany,Complete,Blade,,51.801,8.432,Excavation,Federmesser,Y,Y,AMS,11935,44,Col 10381039,11855,66,Col 1040,11808,43,Col 10411043,,,,,,,,,Flint,CBOU,FE,EV,SAP,BLF,NFO,LTB,PLA,DAG,,,,,,,,,,,0.68,20.79,8.75,2.376,3.89,2.7,,,,,,,,"Richter (2001, 2012); Holzkamper et al. (2013)"
RI 00/1/160 93/264D,RIET,Rietberg (1),Germany,Complete,Blade,,51.801,8.432,Excavation,Federmesser,Y,Y,AMS,11935,44,Col 10381039,11855,66,Col 1040,11808,43,Col 10411043,,,,,,,,,Flint,TDNC,PL,ST,UNI,BLF,NFO,STB,PLA,DA,,,,,,,,,,,11.59,60.73,26.09,2.327711767,9.89,2.8,,,,,,,,"Richter (2001, 2012); Holzkamper et al. (2013)"
RI 00/1/160 93/266D,RIET,Rietberg (1),Germany,Complete,Blade,,51.801,8.432,Excavation,Federmesser,Y,Y,AMS,11935,44,Col 10381039,11855,66,Col 1040,11808,43,Col 10411043,,,,,,,,,Flint,THDNC,HI,ST,UNI,BLF,NFO,PUNB,PLA,DATR,,,,,,,,,,,1.91,37.37,13.85,2.698194946,4.62,2.21,,,,,,,,"Richter (2001, 2012); Holzkamper et al. (2013)"
RI 00/1/160 93/267,RIET,Rietberg (1),Germany,Complete,Blade,,51.801,8.432,Excavation,Federmesser,Y,Y,AMS,11935,44,Col 10381039,11855,66,Col 1040,11808,43,Col 10411043,,,,,,,,,Flint,TDNC,FE,ST,UNI,LF,RCVF,PUNB,PLA,DA,,,,,,,,,,,0.28,27.57,6.27,4.397129187,1.72,1.88,,,,,,,,"Richter (2001, 2012); Holzkamper et al. (2013)"
RI 00/1/163 90/265D,RIET,Rietberg (1),Germany,Complete,Blade,,51.801,8.432,Excavation,Federmesser,Y,Y,AMS,11935,44,Col 10381039,11855,66,Col 1040,11808,43,Col 10411043,,,,,,,,,Flint,CBOU,ID,ST,SAP,LF,NFO,STB,B,B,,,,,,,,,,,4.55,40.74,13.62,2.991189427,9,3.37,,,,,,,,"Richter (2001, 2012); Holzkamper et al. (2013)"
RI 00/1/164 18,RIET,Rietberg (1),Germany,Complete,Blade,,51.801,8.432,Excavation,Federmesser,Y,Y,AMS,11935,44,Col 10381039,11855,66,Col 1040,11808,43,Col 10411043,,,,,,,,,Flint,MDF,FE,EV,UNI,NBOL,RCVF,BAB,B,B,,,,,,,,,,,3,51.74,15.44,3.351036269,4.79,1.35,,,,,,,,"Richter (2001, 2012); Holzkamper et al. (2013)"
RI 00/1/164 92/264,RIET,Rietberg (1),Germany,Complete,Blade,,51.801,8.432,Excavation,Federmesser,Y,Y,AMS,11935,44,Col 10381039,11855,66,Col 1040,11808,43,Col 10411043,,,,,,,,,Flint,THDNC,HI,ST,UNI,BLF,NFO,LTB,FTS,DT,,,,,,,,,,,2.72,38.52,13.63,2.826118855,5.09,3.11,,,,,,,,"Richter (2001, 2012); Holzkamper et al. (2013)"
RI 00/1/164 92/267,RIET,Rietberg (1),Germany,Complete,Blade,,51.801,8.432,Excavation,Federmesser,Y,Y,AMS,11935,44,Col 10381039,11855,66,Col 1040,11808,43,Col 10411043,,,,,,,,,Flint,THDOC,HI,ST,UNI,BLF,NFO,SB,PLA,DATR,,,,,,,,,,,1.87,31.13,15.13,2.057501652,39.95,1.3,,,,,,,,"Richter (2001, 2012); Holzkamper et al. (2013)"
RI 00/1/165 88/67B,RIET,Rietberg (1),Germany,Complete,Blade,,51.801,8.432,Excavation,Federmesser,Y,Y,AMS,11935,44,Col 10381039,11855,66,Col 1040,11808,43,Col 10411043,,,,,,,,,Flint,TDNC,ID,ST,UNI,BLF,NFO,LTB,PLA,CU,,,,,,,,,,,2.12,42.42,16.59,2.556962025,4.24,2.74,,,,,,,,"Richter (2001, 2012); Holzkamper et al. (2013)"
RI 00/1/168 87/265D,RIET,Rietberg (1),Germany,Complete,Blade,,51.801,8.432,Excavation,Federmesser,Y,Y,AMS,11935,44,Col 10381039,11855,66,Col 1040,11808,43,Col 10411043,,,,,,,,,Flint,THDNC,ID,EV,UNI,BLF,NFO,STB,PLA,DA,,,,,,,,,,,2.01,36.45,11.95,3.050209205,5.95,1.74,,,,,,,,"Richter (2001, 2012); Holzkamper et al. (2013)"
RI 00/1/169 457,RIET,Rietberg (1),Germany,Complete,Blade,,51.801,8.432,Excavation,Federmesser,Y,Y,AMS,11935,44,Col 10381039,11855,66,Col 1040,11808,43,Col 10411043,,,,,,,,,Flint,CBOFOC,ID,ST,DP,BLF,RCVF,LTB,PLA,NCU,,,,,,,,,,,14.59,61.92,21.53,2.875986995,31.94,4.59,,,,,,,,"Richter (2001, 2012); Holzkamper et al. (2013)"
RI 00/1/170 70,RIET,Rietberg (1),Germany,Complete,Blade,,51.801,8.432,Excavation,Federmesser,Y,Y,AMS,11935,44,Col 10381039,11855,66,Col 1040,11808,43,Col 10411043,,,,,,,,,Flint,CBTHF,FE,VB,CON,BLF,NFO,LTB,PLA,DATR,,,,,,,,,,,6.12,47.38,20.73,2.285576459,8.76,3.84,,,,,,,,"Richter (2001, 2012); Holzkamper et al. (2013)"
RI 00/1/177 30,RIET,Rietberg (1),Germany,Complete,Blade,,51.801,8.432,Excavation,Federmesser,Y,Y,AMS,11935,44,Col 10381039,11855,66,Col 1040,11808,43,Col 10411043,,,,,,,,,Flint,THDNC,HI,ST,UNI,BLF,RCB,PUNB,PLA,DAG,,,,,,,,,,,3.31,44.21,17.2,2.570348837,3.75,2.01,,,,,,,,"Richter (2001, 2012); Holzkamper et al. (2013)"
RI 00/1/177 573,RIET,Rietberg (1),Germany,Complete,Backed Point,Backed Point (Unclassified),51.8,8.43,Excavation,Federmesser,Y,Y,AMS,11935,44,Col 10381039,11855,66,Col 1040,11808,43,Col 10411043,,,,,,,,,Flint,,,,,,,,,,,,,,,,,,,PROXIMAL,1.05,33.37,9.69,3.44375645,3.42,,,,,,16.57,15.62,N,"Richter (2001, 2012); Holzkamper et al. (2013)"
RI 00/1/179 101268B,RIET,Rietberg (1),Germany,Complete,Core,,51.8,8.43,Excavation,Federmesser,Y,Y,AMS,11935,44,Col 10381039,11855,66,Col 1040,11808,43,Col 10411043,,,,,,,,,Flint,,,,,,,,,,OP,SS,FAC,CBI,N,N,N,N,N,,28.15,,,,,,46.46,15.88,33.79,2.925692695,,,,"Richter (2001, 2012); Holzkamper et al. (2013)"
RI 00/1/183 94 262D,RIET,Rietberg (1),Germany,Complete,Blade,,51.801,8.432,Excavation,Federmesser,Y,Y,AMS,11935,44,Col 10381039,11855,66,Col 1040,11808,43,Col 10411043,,,,,,,,,Flint,THDNC,FE,ST,UNI,BF,NFO,SB,FTS,DT,,,,,,,,,,,0.51,34.05,13.64,2.496334311,2.33,2.02,,,,,,,,"Richter (2001, 2012); Holzkamper et al. (2013)"
RI 00/1/189 69,RIET,Rietberg (1),Germany,Complete,Blade,,51.801,8.432,Excavation,Federmesser,Y,Y,AMS,11935,44,Col 10381039,11855,66,Col 1040,11808,43,Col 10411043,,,,,,,,,Flint,MDF,ID,EV,SAP,BF,DB,BAB,B,B,,,,,,,,,,,5.39,35.54,14.09,2.522356281,8.5,4.2,,,,,,,,"Richter (2001, 2012); Holzkamper et al. (2013)"
RI 00/1/189 95/259,RIET,Rietberg (1),Germany,Complete,Blade,,51.801,8.432,Excavation,Federmesser,Y,Y,AMS,11935,44,Col 10381039,11855,66,Col 1040,11808,43,Col 10411043,,,,,,,,,Flint,THDNC,ID,DI,CON,LF,NFO,PUNB,PLA,DATR,,,,,,,,,,,1.01,29.25,13.68,2.138157895,35.41,2.04,,,,,,,,"Richter (2001, 2012); Holzkamper et al. (2013)"
RI 00/1/189 95/259 704,RIET,Rietberg (1),Germany,Complete,Blade,,51.801,8.432,Excavation,Federmesser,Y,Y,AMS,11935,44,Col 10381039,11855,66,Col 1040,11808,43,Col 10411043,,,,,,,,,Flint,THDNC,FE,ST,UNI,LF,NFO,SB,PLA,DA,,,,,,,,,,,0.86,35.73,11.66,3.06432247,2.51,2.44,,,,,,,,"Richter (2001, 2012); Holzkamper et al. (2013)"
RI 00/1/194 91,RIET,Rietberg (1),Germany,Complete,Core,,51.8,8.43,Excavation,Federmesser,Y,Y,AMS,11935,44,Col 10381039,11855,66,Col 1040,11808,43,Col 10411043,,,,,,,,,Flint,,,,,,,,,,TP,DS,FAC,CBI,Y,Y,N,N,Y,,158.24,,,,,,68.13,37.03,54.66,1.839859573,,,,"Richter (2001, 2012); Holzkamper et al. (2013)"
RI 00/1/49 95/268C,RIET,Rietberg (1),Germany,Complete,Blade,,51.801,8.432,Excavation,Federmesser,Y,Y,AMS,11935,44,Col 10381039,11855,66,Col 1040,11808,43,Col 10411043,,,,,,,,,Flint,TDNC,ID,ST,UNI,BF,RCB,TOB,PLA,NCU,,,,,,,,,,,1.62,32.73,14.09,2.32292406,4.05,2.18,,,,,,,,"Richter (2001, 2012); Holzkamper et al. (2013)"
RI 00/1/55 13,RIET,Rietberg (1),Germany,Complete,Blade,,51.801,8.432,Excavation,Federmesser,Y,Y,AMS,11935,44,Col 10381039,11855,66,Col 1040,11808,43,Col 10411043,,,,,,,,,Flint,TDNC,FE,DI,UNI,BLF,DB,PUNB,PLA,NCU,,,,,,,,,,,4.71,59.41,18.38,3.232317737,6.1,2.63,,,,,,,,"Richter (2001, 2012); Holzkamper et al. (2013)"
RI 00/1/55 96/266D,RIET,Rietberg (1),Germany,Complete,Blade,,51.801,8.432,Excavation,Federmesser,Y,Y,AMS,11935,44,Col 10381039,11855,66,Col 1040,11808,43,Col 10411043,,,,,,,,,Flint,MDF,FE,EV,SAP,LF,NFO,LTB,PLA,DA,,,,,,,,,,,1.45,29.99,14.56,2.059752747,3.85,1.79,,,,,,,,"Richter (2001, 2012); Holzkamper et al. (2013)"
RI 00/1/56 85/265A,RIET,Rietberg (1),Germany,Complete,Blade,,51.801,8.432,Excavation,Federmesser,Y,Y,AMS,11935,44,Col 10381039,11855,66,Col 1040,11808,43,Col 10411043,,,,,,,,,Flint,THDNC,FE,VB,UNI,BLF,NFO,TOB,PLA,NCU,,,,,,,,,,,1.4,33.6,13.64,2.463343109,3.53,2.66,,,,,,,,"Richter (2001, 2012); Holzkamper et al. (2013)"
RI 00/1/64 92/266B,RIET,Rietberg (1),Germany,Complete,Blade,,51.801,8.432,Excavation,Federmesser,Y,Y,AMS,11935,44,Col 10381039,11855,66,Col 1040,11808,43,Col 10411043,,,,,,,,,Flint,TDNC,FE,VB,CON,BLF,NFO,LTB,PLA,DT,,,,,,,,,,,1.05,35.04,12.66,2.767772512,3.48,2.04,,,,,,,,"Richter (2001, 2012); Holzkamper et al. (2013)"
RI 00/1/64 92/266B 77,RIET,Rietberg (1),Germany,Complete,Blade,,51.801,8.432,Excavation,Federmesser,Y,Y,AMS,11935,44,Col 10381039,11855,66,Col 1040,11808,43,Col 10411043,,,,,,,,,Flint,THDNC,HI,ST,CON,BF,NFO,PUNB,PLA,DA,,,,,,,,,,,0.64,29.62,7.14,4.148459384,2.82,3.05,,,,,,,,"Richter (2001, 2012); Holzkamper et al. (2013)"
RI 00/1/87 56,RIET,Rietberg (1),Germany,Complete,Blade,,51.801,8.432,Excavation,Federmesser,Y,Y,AMS,11935,44,Col 10381039,11855,66,Col 1040,11808,43,Col 10411043,,,,,,,,,Flint,THDNC,ID,ST,UNI,BLF,NFO,STB,PLA,DAG,,,,,,,,,,,2.15,43.34,13.03,3.326170376,4.88,1.9,,,,,,,,"Richter (2001, 2012); Holzkamper et al. (2013)"
RI 00/1/96 103,RIET,Rietberg (1),Germany,Complete,Blade,,51.801,8.432,Excavation,Federmesser,Y,Y,AMS,11935,44,Col 10381039,11855,66,Col 1040,11808,43,Col 10411043,,,,,,,,,Flint,THDOC,FE,ST,CON,BLF,NFO,LTB,PLA,DAG,,,,,,,,,,,3.06,40.29,17.69,2.277557942,5.9,4.93,,,,,,,,"Richter (2001, 2012); Holzkamper et al. (2013)"
RI 00/91/97 21,RIET,Rietberg (1),Germany,Complete,Blade,,51.801,8.432,Excavation,Federmesser,Y,Y,AMS,11935,44,Col 10381039,11855,66,Col 1040,11808,43,Col 10411043,,,,,,,,,Flint,THDNC,FE,VB,UNI,BLF,RCB,PUNB,PLA,DA,,,,,,,,,,,5.43,68.07,17.25,3.946086957,6.79,2.42,,,,,,,,"Richter (2001, 2012); Holzkamper et al. (2013)"
RI 00/A1/156 94/268C,RIET,Rietberg (1),Germany,Complete,Blade,,51.801,8.432,Excavation,Federmesser,Y,Y,AMS,11935,44,Col 10381039,11855,66,Col 1040,11808,43,Col 10411043,,,,,,,,,Flint,TDNC,FE,ST,CON,LF,NFO,PUNB,PLA,DT,,,,,,,,,,,0.37,29.28,8,3.66,2.51,1.02,,,,,,,,"Richter (2001, 2012); Holzkamper et al. (2013)"
RI 1/0/07 269,RIET,Rietberg (1),Germany,Complete,Core,,51.8,8.43,Excavation,Federmesser,Y,Y,,,,,,,,,,,,,,,,,,,Flint,,,,,,,,,,OP,SS,SRO,CBI,Y,N,N,Y,Y,,37.71,,,,,,41.64,22.98,34.09,1.812010444,,,,"Richter (2001, 2012); Holzkamper et al. (2013)"
RI 99 (Spoil),RIET,Rietberg (Spoil),Germany,Complete,Core,,51.8,8.43,Excavation (Spoil),Federmesser,Y,N,,,,,,,,,,,,,,,,,,,Flint,,,,,,,,,,TP,DSY,FURO,CBI,Y,Y,N,N,N,,87.95,,,,,,54.69,36.33,34.75,1.505367465,,,,"Richter (2001, 2012); Holzkamper et al. (2013)"
RI 99 (Spoil) [1],RIET,Rietberg (Other),Germany,Complete,Blade,,51.801,8.432,Excavation (Spoil),Federmesser,Y,N,,,,,,,,,,,,,,,,,,,Flint,TDOC,PL,ST,CON,PBF,RCB,SB,PLA,DA,,,,,,,,,,,5.6,56.1,17.34,3.235294118,7.43,3.15,,,,,,,,"Richter (2001, 2012); Holzkamper et al. (2013)"
RI 99 (Spoil) [2],RIET,Rietberg (Other),Germany,Complete,Blade,,51.801,8.432,Excavation (Spoil),Federmesser,Y,N,,,,,,,,,,,,,,,,,,,Flint,TDOC,PL,ST,UNI,NBOL,DB,BAB,PLA,NCU,,,,,,,,,,,2.94,46.35,15.6,2.971153846,4.66,2.71,,,,,,,,"Richter (2001, 2012); Holzkamper et al. (2013)"
RI 99 (Spoil) [3],RIET,Rietberg (Other),Germany,Complete,Blade,,51.801,8.432,Excavation (Spoil),Federmesser,Y,N,,,,,,,,,,,,,,,,,,,Flint,TDNC,FE,ST,CON,BLF,NFO,SB,PLA,DT,,,,,,,,,,,19.72,80.43,32.44,2.479346486,9.31,3.24,,,,,,,,"Richter (2001, 2012); Holzkamper et al. (2013)"
RI 99/01 398,RIET,Rietberg (1),Germany,Complete,Blade,,51.801,8.432,Excavation,Federmesser,Y,Y,AMS,11935,44,Col 10381039,11855,66,Col 1040,11808,43,Col 10411043,,,,,,,,,Flint,CBOU,HI,ST,SAP,BLF,RCB,TOB,PLA,NCU,,,,,,,,,,,0.86,20.98,8.01,2.619225968,4.75,1.15,,,,,,,,"Richter (2001, 2012); Holzkamper et al. (2013)"
RI 99/01 473,RIET,Rietberg (1),Germany,Complete,Blade,,51.801,8.432,Excavation,Federmesser,Y,Y,AMS,11935,44,Col 10381039,11855,66,Col 1040,11808,43,Col 10411043,,,,,,,,,Flint,CBOU,HI,EV,TWC,BLF,NFO,LTB,FTS,NCU,,,,,,,,,,,4.02,68.19,22.38,3.04691689,10.19,2.63,,,,,,,,"Richter (2001, 2012); Holzkamper et al. (2013)"
RI 99/01 95/270B 84,RIET,Rietberg (1),Germany,Complete,Blade,,51.801,8.432,Excavation,Federmesser,Y,Y,AMS,11935,44,Col 10381039,11855,66,Col 1040,11808,43,Col 10411043,,,,,,,,,Flint,MDF,FE,EV,UND,PBF,RCB,SB,FTS,NCU,,,,,,,,,,,0.84,39.32,13.78,2.85341074,4.23,2.03,,,,,,,,"Richter (2001, 2012); Holzkamper et al. (2013)"
RI 99/1 88 47/164,RIET,Rietberg (1),Germany,Complete,Blade,,51.801,8.432,Excavation,Federmesser,Y,Y,AMS,11935,44,Col 10381039,11855,66,Col 1040,11808,43,Col 10411043,,,,,,,,,Flint,TDNC,ID,DI,UNI,LF,NFO,SB,FGTTS,DA,,,,,,,,,,,0.52,24.24,6.08,3.986842105,3.62,1.21,,,,,,,,"Richter (2001, 2012); Holzkamper et al. (2013)"
RI 99/1 88 95/164,RIET,Rietberg (1),Germany,Complete,Blade,,51.801,8.432,Excavation,Federmesser,Y,Y,AMS,11935,44,Col 10381039,11855,66,Col 1040,11808,43,Col 10411043,,,,,,,,,Flint,THDNC,ID,DI,CON,BLF,NFO,TOB,PLA,DA,,,,,,,,,,,1.39,31.34,11.54,2.715771231,3.5,2.71,,,,,,,,"Richter (2001, 2012); Holzkamper et al. (2013)"
RI 99/1 95/162C,RIET,Rietberg (1),Germany,Complete,Blade,,51.801,8.432,Excavation,Federmesser,Y,Y,AMS,11935,44,Col 10381039,11855,66,Col 1040,11808,43,Col 10411043,,,,,,,,,Flint,THDNC,FE,DI,UNI,LF,NFO,PUNB,PLA,NCU,,,,,,,,,,,0.48,23.66,9.54,2.480083857,3.22,1.31,,,,,,,,"Richter (2001, 2012); Holzkamper et al. (2013)"
RI 99/1 95/261C,RIET,Rietberg (1),Germany,Complete,Blade,,51.801,8.432,Excavation,Federmesser,Y,Y,AMS,11935,44,Col 10381039,11855,66,Col 1040,11808,43,Col 10411043,,,,,,,,,Flint,TDNC,FE,ST,UNI,NBOL,NFO,PUNB,PLA,DAG,,,,,,,,,,,0.76,31.35,9.02,3.475609756,4.02,1.65,,,,,,,,"Richter (2001, 2012); Holzkamper et al. (2013)"
RI 99/1 96/266 B,RIET,Rietberg (1),Germany,Complete,Blade,,51.801,8.432,Excavation,Federmesser,Y,Y,AMS,11935,44,Col 10381039,11855,66,Col 1040,11808,43,Col 10411043,,,,,,,,,Flint,MDF,FE,DI,UNI,BLF,NFO,SB,PLA,DATG,,,,,,,,,,,4.69,48.5,20.41,2.376286134,4.52,3.36,,,,,,,,"Richter (2001, 2012); Holzkamper et al. (2013)"
RI 99/1 97/261D,RIET,Rietberg (1),Germany,Complete,Blade,,51.801,8.432,Excavation,Federmesser,Y,Y,AMS,11935,44,Col 10381039,11855,66,Col 1040,11808,43,Col 10411043,,,,,,,,,Flint,TDNC,FE,ST,UNI,BLF,NFO,LTB,PLA,DA,,,,,,,,,,,11.8,72.56,24.97,2.905887064,6.19,3.19,,,,,,,,"Richter (2001, 2012); Holzkamper et al. (2013)"
RI 99/1/95 30,RIET,Rietberg (1),Germany,Complete,Core,,51.8,8.43,Excavation,Federmesser,Y,Y,AMS,11935,44,Col 10381039,11855,66,Col 1040,11808,43,Col 10411043,,,,,,,,,Flint,,,,,,,,,,OP,DS,SRO,CBI,N,N,N,Y,N,,63.69,,,,,,50.25,31.87,36.31,1.576717917,,,,"Richter (2001, 2012); Holzkamper et al. (2013)"
RI 99/2  96/166,RIET,Rietberg (2),Germany,Complete,Blade,,51.801,8.432,Excavation,Federmesser,Y,N,,,,,,,,,,,,,,,,,,,Flint,CBOU,FE,DI,SAP,BF,NFO,STB,PLA,DT,,,,,,,,,,,2.58,47.96,16.78,2.858164482,7.33,3.53,,,,,,,,"Richter (2001, 2012); Holzkamper et al. (2013)"
RI 99/2 (X = 97) [2],RIET,Rietberg (2),Germany,Complete,Blade,,51.801,8.432,Excavation,Federmesser,Y,N,,,,,,,,,,,,,,,,,,,Flint,TDNC,HI,DI,UNI,BF,NFO,SB,PLA,NCU,,,,,,,,,,,3.93,53.34,16.49,3.23468769,7.04,3.25,,,,,,,,"Richter (2001, 2012); Holzkamper et al. (2013)"
RI 99/2 X97 [1],RIET,Rietberg (2),Germany,Complete,Blade,,51.801,8.432,Excavation,Federmesser,Y,N,,,,,,,,,,,,,,,,,,,Flint,THDNC,ID,EV,UND,BF,NFO,BAB,B,NCU,,,,,,,,,,,1.21,34.2,11.96,2.859531773,3.64,1.89,,,,,,,,"Richter (2001, 2012); Holzkamper et al. (2013)"
RI 99/2/10 9497/166D,RIET,Rietberg (2),Germany,Complete,Backed Point,Backed Point (Unclassified),51.8,8.43,Excavation,Federmesser,Y,N,,,,,,,,,,,,,,,,,,,Flint,,,,,,,,,,,,,,,,,,,PROXIMAL,3.23,67.02,16.59,4.039783002,3.58,,,,,,29.7,25.62,Y,"Richter (2001, 2012); Holzkamper et al. (2013)"
RI 99/2/23 97/158D,RIET,Rietberg (2),Germany,Complete,Blade,,51.801,8.432,Excavation,Federmesser,Y,N,,,,,,,,,,,,,,,,,,,Flint,THDNC,HI,VB,UNI,BF,RCB,LOB,FGTTS,DATG,,,,,,,,,,,10.54,59.61,26.96,2.211053412,7.47,5.41,,,,,,,,"Richter (2001, 2012); Holzkamper et al. (2013)"
RI 99/2/23 97/163B  40,RIET,Rietberg (2),Germany,Complete,Blade,,51.801,8.432,Excavation,Federmesser,Y,N,,,,,,,,,,,,,,,,,,,Flint,TDOC,PL,VB,CON,BF,RCB,STB,FTS,DT,,,,,,,,,,,5.85,48.33,19.08,2.533018868,9.52,2.24,,,,,,,,"Richter (2001, 2012); Holzkamper et al. (2013)"
RI 99/2/23 97/165,RIET,Rietberg (2),Germany,Complete,Blade,,51.801,8.432,Excavation,Federmesser,Y,N,,,,,,,,,,,,,,,,,,,Flint,THDNC,HI,ST,UNI,NBOL,NFO,BAB,B,NCU,,,,,,,,,,,0.31,25.31,7.5,3.374666667,1.6,0.74,,,,,,,,"Richter (2001, 2012); Holzkamper et al. (2013)"
RI 99/2/23 97/165c [1],RIET,Rietberg (2),Germany,Complete,Blade,,51.801,8.432,Excavation,Federmesser,Y,N,,,,,,,,,,,,,,,,,,,Flint,THDOC,FE,ST,UNI,BF,NFO,SB,FTS,DT,,,,,,,,,,,2.05,41.01,13.15,3.118631179,6.1,1.51,,,,,,,,"Richter (2001, 2012); Holzkamper et al. (2013)"
RI 99/2/23 97/165c [2],RIET,Rietberg (2),Germany,Complete,Blade,,51.801,8.432,Excavation,Federmesser,Y,N,,,,,,,,,,,,,,,,,,,Flint,THDNC,HI,ST,CON,BF,NFO,SB,PLA,DATR,,,,,,,,,,,1.33,37.03,11.37,3.256816183,4.46,2.23,,,,,,,,"Richter (2001, 2012); Holzkamper et al. (2013)"
RI 99/2/23 97/165c [3],RIET,Rietberg (2),Germany,Complete,Blade,,51.801,8.432,Excavation,Federmesser,Y,N,,,,,,,,,,,,,,,,,,,Flint,THDNC,HI,ST,UNI,BF,NFO,SB,FTS,DATG,,,,,,,,,,,2.45,37.4,17.19,2.175683537,3.06,2.21,,,,,,,,"Richter (2001, 2012); Holzkamper et al. (2013)"
RI 99/2/23 97/165c [4],RIET,Rietberg (2),Germany,Complete,Blade,,51.801,8.432,Excavation,Federmesser,Y,N,,,,,,,,,,,,,,,,,,,Flint,TDNC,HI,ST,CON,LF,NFO,LTB,PLA,DATG,,,,,,,,,,,4.61,50.45,25.46,1.98153967,5.97,3.55,,,,,,,,"Richter (2001, 2012); Holzkamper et al. (2013)"
RI 99/2/23 97/166,RIET,Rietberg (2),Germany,Complete,Blade,,51.801,8.432,Excavation,Federmesser,Y,N,,,,,,,,,,,,,,,,,,,Flint,THDNC,FE,ST,UNI,NBOL,NFO,BAB,B,NCU,,,,,,,,,,,4.68,47.45,19.19,2.472642001,4.54,2.8,,,,,,,,"Richter (2001, 2012); Holzkamper et al. (2013)"
RI 99/5 (X13),RIET,Rietberg (5),Germany,Complete,Blade,,51.801,8.432,Excavation,Federmesser,Y,N,C14,12000,380,KN5380,,,,,,,,,,,,,,,Flint,TDOC,ID,ST,SAP,NBOL,NFO,BAB,PLA,NCU,,,,,,,,,,,6.98,54.3,25.34,2.142857143,5.87,0.96,,,,,,,,"Richter (2001, 2012); Holzkamper et al. (2013)"
RI 99/5 (X14),RIET,Rietberg (5),Germany,Complete,Blade,,51.801,8.432,Excavation,Federmesser,Y,N,C14,12000,380,KN5380,,,,,,,,,,,,,,,Flint,THDNC,ID,EV,BI,LF,DB,BAB,B,B,,,,,,,,,,,2.82,46.9,13.44,3.489583333,5.57,2.67,,,,,,,,"Richter (2001, 2012); Holzkamper et al. (2013)"
